idno,videoname,qnumber,response,correctness
015,friends1_fmri.mp4,1,3,incorrect
015,friends1_fmri.mp4,2,2,correct
015,friends1_fmri.mp4,3,1,correct
015,friends1_fmri.mp4,4,1,correct
