idno,videoname,qnumber,response,correctness
013,friends2_fmri.mp4,5,2,incorrect
013,friends2_fmri.mp4,6,2,correct
013,friends2_fmri.mp4,7,3,correct
013,friends2_fmri.mp4,8,4,correct
