ParticipantID,VideoName,BoundaryTime(s)
3,friends2.mp4,0.001
3,friends2.mp4,40.999
3,friends2.mp4,49.704
3,friends2.mp4,97.443
3,friends2.mp4,180.058
3,friends2.mp4,198.556
3,friends2.mp4,251.715
3,friends2.mp4,274.535
3,friends2.mp4,359.971
3,friends2.mp4,400.952
3,friends2.mp4,432.343
3,friends2.mp4,443.085
3,friends2.mp4,476.511
3,friends2.mp4,508.82
3,friends2.mp4,522.468
3,friends2.mp4,575.94
3,friends2.mp4,601.294
3,friends2.mp4,638.675
3,friends2.mp4,674.569
3,friends2.mp4,721.573
3,friends2.mp4,736.635
3,friends2.mp4,752.614
3,friends2.mp4,865.287
3,friends2.mp4,890.59
3,friends2.mp4,919.631
3,friends2.mp4,925.386
3,friends2.mp4,953.624
3,friends2.mp4,1007.851
3,friends2.mp4,1024.914
3,friends2.mp4,1034.676
3,friends2.mp4,1107.564
3,friends2.mp4,1158.904
3,friends2.mp4,1163.395
3,friends2.mp4,1179.17
3,friends2.mp4,1216.099
3,friends2.mp4,1230.945
3,friends2.mp4,1283.303
3,friends2.mp4,1299.6
