ParticipantID,WordIndex,ThemeWord,RT (s)
018,1,wedding,16.464151799911633
018,2,love,8.523008899996057
018,3,pregnancy,13.810740600107238
018,4,confusion,9.274107899982482
018,5,humor,30.323649799916893
018,6,friendship,23.818972500041127
018,7,relationships,28.087829099968076
018,8,complicated,14.762781400000677
018,9,conversation,44.55099790007807
018,10,care,11.761483399895951
