ParticipantID,WordIndex,ThemeWord,RT (s)
025,1,love,7.82334869983606
025,2,friendship,7.391132000135258
025,3,funny,7.723448799923062
025,4,bestman,10.607939400011674
025,5,ring,2.070154899964109
025,6,wedding,2.4689159002155066
025,7,pregnant,28.005108800018206
025,8,travel,6.272053699940443
025,9,changing,11.808890500105917
025,10,soulmate,12.176612799987197
