ParticipantID,WordIndex,ThemeWord,RT (s)
022,1,wedding,13.0844991998747
022,2,friends,6.571963099995628
022,3,relationships,25.420353200053796
022,4,london,4.7366448999382555
022,5,conflict,38.38113320013508
022,6,resolutions,41.582635700004175
022,7,travel,6.17081780009903
022,8,experiences,32.20967799983919
022,9,happiness,7.92229750007391
022,10,worry,7.6387167000211775
