ParticipantID,WordIndex,ThemeWord,RT (s)
028,1,love,9.03676689999702
028,2,friendship,9.0905197999964
028,3,wholesome,14.178063899991685
028,4,chaos,2.2511340999917593
028,5,mess,2.535749399990891
028,6,miscommunication,5.73764979999396
028,7,secrets,14.711399100007839
028,8,perspective,10.091349700000137
028,9,family,20.25292630000331
028,10,caring,4.5042041999986395
