VideoName,BoundaryTime(s),NumParticipants,p_point,p_fwer,q_value,Significant_FWER,Significant_FDR
friends2.mp4,51,7,0.000999000999000999,0.001998001998001998,0.003596403596403597,True,True
friends2.mp4,97,4,0.016983016983016984,1.0,0.016983016983016984,False,True
friends2.mp4,181,6,0.000999000999000999,0.03796203796203796,0.003596403596403597,True,True
friends2.mp4,201,4,0.008991008991008992,1.0,0.012449089372166296,False,True
friends2.mp4,362,6,0.000999000999000999,0.03796203796203796,0.003596403596403597,True,True
friends2.mp4,434,7,0.000999000999000999,0.001998001998001998,0.003596403596403597,True,True
friends2.mp4,509,4,0.008991008991008992,1.0,0.012449089372166296,False,True
friends2.mp4,576,5,0.001998001998001998,0.5354645354645354,0.00513771942343371,False,True
friends2.mp4,601,4,0.01098901098901099,1.0,0.013186813186813189,False,True
friends2.mp4,638,5,0.001998001998001998,0.5354645354645354,0.00513771942343371,False,True
friends2.mp4,724,6,0.000999000999000999,0.03796203796203796,0.003596403596403597,True,True
friends2.mp4,865,5,0.002997002997002997,0.5354645354645354,0.006743256743256743,False,True
friends2.mp4,927,4,0.01098901098901099,1.0,0.013186813186813189,False,True
friends2.mp4,1009,4,0.014985014985014986,1.0,0.01685814185814186,False,True
friends2.mp4,1035,5,0.004995004995004995,0.5354645354645354,0.00899100899100899,False,True
friends2.mp4,1163,5,0.003996003996003996,0.5354645354645354,0.007992007992007992,False,True
friends2.mp4,1217,4,0.007992007992007992,1.0,0.012449089372166296,False,True
friends2.mp4,1298,4,0.015984015984015984,1.0,0.016924252218369868,False,True
