ParticipantID,VideoName,BoundaryTime(s)
004,friends1.mp4,-0.015
004,friends1.mp4,49.756
004,friends1.mp4,70.591
004,friends1.mp4,99.847
004,friends1.mp4,150.02
004,friends1.mp4,173.255
004,friends1.mp4,204.588
004,friends1.mp4,214.238
004,friends1.mp4,242.41
004,friends1.mp4,280.856
004,friends1.mp4,305.243
004,friends1.mp4,328.544
004,friends1.mp4,333.95
004,friends1.mp4,346.108
004,friends1.mp4,375.448
004,friends1.mp4,449.058
004,friends1.mp4,498.345
004,friends1.mp4,501.214
004,friends1.mp4,537.193
004,friends1.mp4,543.531
004,friends1.mp4,558.994
004,friends1.mp4,564.131
004,friends1.mp4,576.874
004,friends1.mp4,610.518
004,friends1.mp4,621.176
004,friends1.mp4,666.162
004,friends1.mp4,673.569
004,friends1.mp4,723.29
004,friends1.mp4,780.152
004,friends1.mp4,830.909
004,friends1.mp4,839.249
004,friends1.mp4,860.249
004,friends1.mp4,893.242
004,friends1.mp4,923.95
004,friends1.mp4,968.268
004,friends1.mp4,990.819
004,friends1.mp4,1041.375
004,friends1.mp4,1057.671
004,friends1.mp4,1090.602
004,friends1.mp4,1110.814
004,friends1.mp4,1122.406
004,friends1.mp4,1138.719
004,friends1.mp4,1141.589
004,friends1.mp4,1151.596
004,friends1.mp4,1164.973
004,friends1.mp4,1183.306
004,friends1.mp4,1207.54
004,friends1.mp4,1236.013
004,friends1.mp4,1291.407
004,friends1.mp4,1326.401
